,Date,Close,Open,High,Low
133,2022-08-20,21138.9,20830.7,21357.4,20784.8
134,2022-08-19,20831.3,23201.6,23202.3,20807.8
135,2022-08-18,23203.6,23337.7,23578.0,23131.3
136,2022-08-17,23338.0,23855.8,24423.5,23191.6
137,2022-08-16,23856.8,24102.6,24240.8,23693.8
138,2022-08-15,24101.7,24303.3,25205.7,23784.5
139,2022-08-14,24302.8,24442.1,24997.3,24172.2
140,2022-08-13,24442.5,24398.9,24882.9,24318.7
141,2022-08-12,24398.7,23935.3,24440.8,23616.4
142,2022-08-11,23935.3,23963.3,24873.5,23864.0
143,2022-08-10,23962.9,23150.3,24209.9,22714.7
144,2022-08-09,23146.7,23818.1,23912.0,22886.5
145,2022-08-08,23816.3,23175.3,24234.1,23160.6
146,2022-08-07,23175.3,22944.2,23387.7,22852.3
147,2022-08-06,22944.2,23308.2,23344.4,22923.6
148,2022-08-05,23308.2,22613.3,23447.6,22593.5
149,2022-08-04,22612.1,22822.2,23214.5,22438.7
150,2022-08-03,22820.8,22988.7,23623.7,22698.6
151,2022-08-02,22988.6,23271.1,23423.3,22670.8
152,2022-08-01,23271.2,23303.4,23484.4,22863.8
153,2022-07-31,23303.4,23634.2,24179.3,23236.2
154,2022-07-30,23634.2,23774.2,24605.3,23521.8
155,2022-07-29,23774.3,23850.2,24340.0,23451.4
156,2022-07-28,23850.0,22957.7,24190.5,22611.6
157,2022-07-27,22958.3,21248.0,23027.8,21047.5
158,2022-07-26,21248.7,21301.6,21322.3,20737.3
159,2022-07-25,21301.9,22582.3,22653.3,21275.4
160,2022-07-24,22582.1,22449.8,22987.9,22281.3
161,2022-07-23,22460.4,22683.6,22991.0,21971.7
162,2022-07-22,22675.2,23150.0,23741.4,22524.2
163,2022-07-21,23153.0,23219.9,23403.8,22360.2
164,2022-07-20,23215.2,23412.0,24258.0,22944.4
165,2022-07-19,23410.2,22529.3,23757.3,21581.8
166,2022-07-18,22525.8,20785.6,22714.9,20770.6
167,2022-07-17,20785.6,21209.8,21654.4,20755.2
168,2022-07-16,21209.9,20825.2,21561.3,20484.4
169,2022-07-15,20825.1,20586.1,21178.1,20393.4
170,2022-07-14,20586.0,20250.0,20862.2,19664.9
171,2022-07-13,20250.0,19331.6,20250.8,18942.2
172,2022-07-12,19330.9,19963.2,20051.7,19279.6
173,2022-07-11,19963.2,20847.2,20855.0,19897.0
174,2022-07-10,20847.4,21587.4,21599.2,20689.7
175,2022-07-09,21587.5,21610.4,21944.1,21338.4
176,2022-07-08,21611.2,21637.1,22482.1,21207.0
177,2022-07-07,21637.8,20557.9,21817.8,20282.7
178,2022-07-06,20561.1,20180.4,20654.9,19785.3
179,2022-07-05,20200.6,20215.8,20706.9,19315.4
180,2022-07-04,20215.8,19310.6,20303.8,19052.5
181,2022-07-03,19309.9,19243.4,19626.4,18794.4
182,2022-07-02,19243.2,19275.4,19425.4,19006.4
183,2022-07-01,19262.9,19926.6,20785.6,18980.1
184,2022-06-30,19926.6,20111.3,20155.1,18682.7
185,2022-06-29,20111.3,20278.0,20415.8,19880.7
186,2022-06-28,20278.0,20727.9,21200.2,20210.5
187,2022-06-27,20730.2,21037.7,21497.5,20568.0
188,2022-06-26,21043.5,21489.9,21837.4,20989.7
189,2022-06-25,21489.9,21226.9,21553.4,20917.5
190,2022-06-24,21226.9,21100.9,21488.7,20743.9
191,2022-06-23,21100.7,19967.3,21189.8,19907.5
192,2022-06-22,19965.8,20720.2,20864.3,19780.2
193,2022-06-21,20720.4,20571.6,21689.3,20371.7
194,2022-06-20,20572.3,20576.9,20996.8,19658.8
195,2022-06-19,20577.2,18983.4,20763.5,17983.7
196,2022-06-18,18986.5,20446.4,20744.7,17630.5
197,2022-06-17,20444.6,20391.3,21315.4,20244.1
198,2022-06-16,20386.6,22577.9,22942.1,20231.1
199,2022-06-15,22577.9,22137.5,22754.4,20125.8
200,2022-06-14,22157.3,22449.1,23200.3,20860.9
201,2022-06-13,22448.0,26606.3,26857.6,22006.3
202,2022-06-12,26606.3,28404.0,28534.8,26606.3
203,2022-06-11,28403.4,29083.3,29426.6,28161.8
204,2022-06-10,29083.3,30097.4,30325.6,28884.9
205,2022-06-09,30097.8,30202.1,30691.4,29953.8
206,2022-06-08,30201.6,31127.2,31312.1,29874.8
207,2022-06-07,31128.8,31370.3,31556.6,29235.0
208,2022-06-06,31367.6,29911.2,31753.4,29888.6
209,2022-06-05,29913.0,29865.1,30166.9,29539.0
210,2022-06-04,29864.3,29700.9,29963.8,29489.5
211,2022-06-03,29700.9,30455.7,30674.8,29330.8
212,2022-06-02,30455.5,29798.6,30638.5,29604.4
213,2022-06-01,29798.5,31793.1,31969.9,29396.6
214,2022-05-31,31793.4,31730.2,32377.5,31221.2
215,2022-05-30,31723.3,29465.2,32185.6,29307.2
216,2022-05-29,29465.2,29027.1,29556.5,28838.7
217,2022-05-28,29027.1,28620.1,29194.4,28537.2
218,2022-05-27,28601.2,29194.0,29377.1,28282.2
219,2022-05-26,29203.5,29537.9,29868.9,28077.9
220,2022-05-25,29540.6,29648.7,30202.3,29353.5
221,2022-05-24,29648.7,29091.6,29810.8,28706.1
222,2022-05-23,29093.3,30287.3,30644.8,28913.6
223,2022-05-22,30286.6,29433.0,30462.0,29260.1
224,2022-05-21,29434.6,29188.7,29623.2,28953.9
225,2022-05-20,29178.6,30305.9,30735.1,28738.5
226,2022-05-19,30305.9,28700.4,30525.1,28682.1
227,2022-05-18,28683.7,30437.5,30687.9,28648.1
228,2022-05-17,30437.5,29856.7,30720.1,29484.5
229,2022-05-16,29849.0,31308.3,31312.4,29135.8
230,2022-05-15,31308.7,30078.6,31383.8,29499.4
231,2022-05-14,30080.4,29285.2,30277.4,28666.7
232,2022-05-13,29284.4,28994.3,31002.7,28755.0
233,2022-05-12,28976.0,29073.4,30136.7,26500.5
234,2022-05-11,29068.2,31008.0,32113.6,27835.5
235,2022-05-10,31007.5,30098.2,32621.2,29831.0
236,2022-05-09,30095.0,34041.0,34227.0,30095.0
237,2022-05-08,34060.0,35468.0,35497.0,33727.0
238,2022-05-07,35468.0,36003.0,36119.0,34773.0
239,2022-05-06,36009.0,36540.0,36646.0,35267.0
240,2022-05-05,36544.0,39686.0,39833.0,36183.0
241,2022-05-04,39688.0,37717.0,40021.0,37660.0
242,2022-05-03,37718.0,38515.0,38647.0,37513.0
243,2022-05-02,38514.0,38472.0,39134.0,38061.0
244,2022-05-01,38461.0,37642.0,38676.0,37397.0
245,2022-04-30,37650.0,38590.0,38776.0,37596.0
246,2022-04-29,38581.0,39748.0,39919.0,38175.0
247,2022-04-28,39748.0,39243.0,40382.0,38888.0
248,2022-04-27,39243.0,38113.0,39447.0,37869.0
249,2022-04-26,38113.0,40443.0,40770.0,37708.0
250,2022-04-25,40427.0,39464.0,40599.0,38233.0
251,2022-04-24,39464.0,39434.0,39929.0,39033.0
252,2022-04-23,39418.0,39709.0,39973.0,39291.0
253,2022-04-22,39709.0,40487.0,40792.0,39200.0
254,2022-04-21,40482.0,41370.0,42969.0,39793.0
255,2022-04-20,41368.0,41499.0,42203.0,40915.0
256,2022-04-19,41503.0,40809.0,41746.0,40585.0
257,2022-04-18,40803.0,39700.0,41095.0,38577.0
258,2022-04-17,39703.0,40382.0,40599.0,39561.0
259,2022-04-16,40382.0,40571.0,40691.0,40003.0
260,2022-04-15,40560.0,39936.0,40850.0,39781.0
261,2022-04-14,39936.0,41133.0,41494.0,39585.0
262,2022-04-13,41133.0,40072.0,41515.0,39581.0
263,2022-04-12,40078.0,39507.0,40678.0,39265.0
264,2022-04-11,39497.0,42144.0,42418.0,39202.0
265,2022-04-10,42138.0,42760.0,43421.0,41884.0
266,2022-04-09,42767.0,42275.0,42809.0,42129.0
267,2022-04-08,42275.0,43450.0,43979.0,42113.0
268,2022-04-07,43448.0,43166.0,43893.0,42747.0
269,2022-04-06,43173.0,45494.0,45519.0,43122.0
270,2022-04-05,45506.0,46614.0,47201.0,45388.0
271,2022-04-04,46629.0,46407.0,46899.0,45152.0
272,2022-04-03,46407.0,45813.0,47435.0,45554.0
273,2022-04-02,45811.0,46299.0,47212.0,45641.0
274,2022-04-01,46297.0,45529.0,46728.0,44261.0
275,2022-03-31,45525.0,47071.0,47624.0,45228.0
276,2022-03-30,47075.0,47449.0,47714.0,46601.0
277,2022-03-29,47449.0,47126.0,48127.0,47029.0
278,2022-03-28,47105.0,46859.0,48199.0,46672.0
279,2022-03-27,46859.0,44542.0,46947.0,44445.0
280,2022-03-26,44548.0,44331.0,44818.0,44090.0
281,2022-03-25,44331.0,44013.0,45112.0,43622.0
282,2022-03-24,44013.0,42911.0,44251.0,42658.0
283,2022-03-23,42912.0,42373.0,43027.0,41795.0
284,2022-03-22,42373.0,41022.0,43327.9,40893.0
285,2022-03-21,41022.0,41282.0,41532.0,40530.0
286,2022-03-20,41276.0,42241.0,42301.0,40922.0
287,2022-03-19,42233.0,41768.0,42386.0,41529.6
288,2022-03-18,41767.8,40914.6,42308.4,40234.8
289,2022-03-17,40914.8,41118.7,41406.0,40557.8
290,2022-03-16,41118.7,39282.5,41701.6,38953.2
291,2022-03-15,39285.7,39673.0,39854.7,38220.9
292,2022-03-14,39671.1,37789.5,39914.3,37613.6
293,2022-03-13,37792.4,38813.2,39272.3,37603.4
294,2022-03-12,38814.3,38730.2,39355.3,38666.5
295,2022-03-11,38730.2,39422.5,40177.0,38236.4
296,2022-03-10,39416.3,41933.9,42029.1,38603.5
297,2022-03-09,41929.0,38731.5,42538.5,38663.3
298,2022-03-08,38744.8,38020.6,39351.5,37886.6
299,2022-03-07,38024.8,38420.6,39532.0,37182.1
300,2022-03-06,38403.1,39396.3,39668.1,38115.0
301,2022-03-05,39395.8,39142.8,39600.2,38626.1
302,2022-03-04,39142.7,42463.0,42848.7,38594.9
303,2022-03-03,42463.0,43912.8,44077.2,41840.8
304,2022-03-02,43912.8,44420.3,45294.2,43361.3
305,2022-03-01,44420.3,43187.2,44900.5,42876.6
306,2022-02-28,43188.2,37707.2,43977.8,37458.9
307,2022-02-27,37689.1,39116.6,39838.5,37062.3
308,2022-02-26,39115.5,39221.6,40094.5,38639.1
309,2022-02-25,39209.6,38339.2,39683.7,38042.6
310,2022-02-24,38339.2,37250.2,39351.6,34357.4
311,2022-02-23,37224.6,38248.2,39194.5,37099.5
312,2022-02-22,38248.2,37018.3,38414.9,36399.6
313,2022-02-21,37017.7,38355.0,39444.1,36868.9
314,2022-02-20,38355.0,40089.6,40120.3,38042.2
315,2022-02-19,40090.3,40000.1,40434.3,39666.6
316,2022-02-18,40000.1,40532.5,40935.5,39505.0
317,2022-02-17,40552.8,43885.5,44167.1,40103.8
318,2022-02-16,43883.6,44540.9,44552.9,43377.6
319,2022-02-15,44544.4,42550.3,44722.6,42460.1
320,2022-02-14,42550.3,42061.1,42799.7,41591.3
321,2022-02-13,42061.1,42205.5,42725.1,41880.1
322,2022-02-12,42205.2,42388.4,43006.4,41776.8
323,2022-02-11,42388.4,43519.3,43915.1,42023.4
324,2022-02-10,43521.0,44388.9,45755.2,43242.5
325,2022-02-09,44388.9,44038.2,44800.4,43163.0
326,2022-02-08,44038.2,43833.9,45399.8,42705.0
327,2022-02-07,43833.9,42385.2,44468.3,41695.4
328,2022-02-06,42392.2,41411.9,42614.8,41176.3
329,2022-02-05,41412.1,41566.5,41899.8,40963.3
330,2022-02-04,41567.6,37287.8,41689.0,37041.1
331,2022-02-03,37287.8,36890.2,37304.3,36297.3
332,2022-02-02,36890.2,38711.2,38853.8,36682.3
333,2022-02-01,38709.7,38475.6,39230.0,38037.9
334,2022-01-31,38498.6,37923.8,38701.4,36672.8
335,2022-01-30,37917.7,38167.5,38313.3,37390.6
336,2022-01-29,38170.8,37736.5,38663.7,37350.2
337,2022-01-28,37745.1,37195.6,37995.9,36176.5
338,2022-01-27,37164.3,36800.1,37215.4,35543.2
339,2022-01-26,36800.4,36962.3,38862.6,36280.0
340,2022-01-25,36950.6,36691.3,37501.8,35729.3
341,2022-01-24,36686.3,36268.6,37424.0,32985.6
342,2022-01-23,36269.5,35072.9,36513.0,34655.2
343,2022-01-22,35075.2,36467.7,36749.8,34116.0
344,2022-01-21,36475.5,40698.1,41104.6,35503.9
345,2022-01-20,40715.9,41683.6,43487.1,40568.3
346,2022-01-19,41677.8,42365.3,42558.0,41160.9
347,2022-01-18,42364.6,42209.9,42674.2,41300.7
348,2022-01-17,42209.3,43080.5,43179.6,41559.4
349,2022-01-16,43079.1,43079.2,43462.0,42643.3
350,2022-01-15,43097.0,43073.6,43777.9,42586.1
351,2022-01-14,43073.3,42562.2,43435.1,41848.7
352,2022-01-13,42560.0,43900.0,44404.7,42337.5
353,2022-01-12,43901.0,42735.0,44243.6,42476.7
354,2022-01-11,42733.2,41829.1,43090.2,41287.6
355,2022-01-10,41832.2,41848.9,42243.8,39697.0
356,2022-01-09,41848.3,41681.2,42764.4,41260.9
357,2022-01-08,41672.0,41551.3,42304.4,40574.3
358,2022-01-07,41546.7,43097.9,43127.7,40810.0
359,2022-01-06,43097.5,43431.6,43772.3,42481.1
360,2022-01-05,43425.9,45833.1,47019.4,42535.1
361,2022-01-04,45837.3,46435.7,47505.4,45602.1
362,2022-01-03,46430.2,47293.9,47556.0,45704.0
363,2022-01-02,47311.8,47738.7,47944.9,46718.2
364,2022-01-01,47738.0,46217.5,47917.6,46217.5
365,2021-12-31,46219.5,47123.3,48553.9,45693.6
366,2021-12-30,47123.3,46470.7,47901.4,46003.0
367,2021-12-29,46461.7,47548.4,48121.7,46127.8
368,2021-12-28,47545.2,50703.4,50703.8,47345.7
369,2021-12-27,50678.2,50783.6,52016.3,50459.0
370,2021-12-26,50779.9,50404.0,51247.0,49527.0
371,2021-12-25,50406.4,50789.6,51140.2,50196.8
372,2021-12-24,50786.1,50807.4,51795.3,50428.4
373,2021-12-23,50801.0,48599.6,51355.6,48053.4
374,2021-12-22,48599.7,48898.7,49540.3,48449.7
375,2021-12-21,48902.0,46900.1,49306.1,46654.0
376,2021-12-20,46895.2,46703.4,47488.9,45577.3
377,2021-12-19,46704.5,46855.7,48270.2,46438.4
378,2021-12-18,46856.2,46171.8,47330.2,45513.4
379,2021-12-17,46172.2,47630.4,47997.2,45523.8
380,2021-12-16,47628.2,48876.6,49387.8,47543.9
381,2021-12-15,48871.5,48366.2,49477.9,46572.6
382,2021-12-14,48366.5,46709.8,48635.0,46338.3
383,2021-12-13,46703.6,50075.9,50196.1,45848.2
384,2021-12-12,50081.0,49332.5,50779.2,48670.5
385,2021-12-11,49314.5,47138.4,49487.0,46834.0
386,2021-12-10,47137.2,47591.7,49974.8,47007.1
387,2021-12-09,47596.6,50477.6,50790.2,47341.9
388,2021-12-08,50473.9,50596.6,51204.7,48700.7
389,2021-12-07,50595.2,50547.4,51918.6,50070.9
390,2021-12-06,50562.1,49412.1,50913.3,47237.9
391,2021-12-05,49405.5,49196.4,49689.3,47797.8
392,2021-12-04,49195.2,53620.7,53847.2,42587.8
393,2021-12-03,53631.5,56495.2,57543.6,52008.9
394,2021-12-02,56496.0,57207.8,57377.5,55807.9
395,2021-12-01,57210.3,56891.7,59064.3,56496.5
396,2021-11-30,56882.9,57795.2,59174.4,55936.9
397,2021-11-29,57794.8,57288.1,58855.2,56726.7
398,2021-11-28,57291.5,54758.0,57392.3,53448.3
399,2021-11-27,54765.9,53747.2,55280.3,53654.3
400,2021-11-26,53730.9,58937.3,59151.1,53533.5
401,2021-11-25,58935.1,57167.1,59387.3,57029.8
402,2021-11-24,57171.7,57559.4,57697.4,55910.6
403,2021-11-23,57573.2,56304.8,57855.1,55542.5
404,2021-11-22,56308.8,58719.7,59288.3,55656.8
405,2021-11-21,58714.3,59724.0,60002.6,58528.3
406,2021-11-20,59717.6,58080.8,59854.6,57435.3
407,2021-11-19,58083.4,56908.3,58335.9,55626.3
408,2021-11-18,56955.3,60368.2,60936.9,56524.4
409,2021-11-17,60367.8,60074.2,60814.5,58531.9
410,2021-11-16,60089.1,63605.1,63605.6,58655.9
411,2021-11-15,63597.9,65514.9,66311.2,63439.5
412,2021-11-14,65508.2,64397.2,65508.2,63608.3
413,2021-11-13,64398.6,64133.3,64906.0,63381.4
414,2021-11-12,64134.5,64782.6,65449.7,62309.7
415,2021-11-11,64806.7,64922.8,65583.3,64121.9
416,2021-11-10,64932.6,66942.6,68990.6,62951.3
417,2021-11-09,66904.4,67528.7,68493.3,66334.9
418,2021-11-08,67527.9,63276.4,67763.3,63276.4
419,2021-11-07,63273.2,61483.8,63273.2,61347.2
420,2021-11-06,61483.9,60973.2,61543.2,60093.6
421,2021-11-05,60974.3,61411.5,62560.3,60742.4
422,2021-11-04,61412.6,62915.4,63077.6,60742.9
423,2021-11-03,62918.5,63223.5,63508.6,60883.0
424,2021-11-02,63221.7,60912.2,64256.4,60651.5
425,2021-11-01,60915.3,61310.1,62430.1,59612.7
426,2021-10-31,61309.6,61842.2,62393.7,60005.7
427,2021-10-30,61840.1,62245.0,62338.5,60786.0
428,2021-10-29,62242.8,60579.9,62952.2,60322.2
429,2021-10-28,60582.5,58437.2,62251.3,58128.1
430,2021-10-27,58438.1,60312.5,61452.9,58112.6
431,2021-10-26,60310.8,63067.5,63275.1,59907.3
432,2021-10-25,63067.0,60864.3,63694.8,60655.8
433,2021-10-24,60866.5,61308.2,61469.9,59523.7
434,2021-10-23,61312.5,60693.2,61728.7,59738.3
435,2021-10-22,60690.3,62200.8,63699.7,60055.7
436,2021-10-21,62210.2,66004.6,66616.9,62092.1
437,2021-10-20,65979.1,64276.9,66967.1,63543.7
438,2021-10-19,64278.5,62030.2,64454.0,61451.0
439,2021-10-18,62056.3,61525.8,62623.6,60026.9
440,2021-10-17,61527.5,60865.5,61651.4,59143.4
441,2021-10-16,60861.1,61669.2,62329.2,60161.9
442,2021-10-15,61672.5,57348.2,62892.8,56874.8
443,2021-10-14,57345.8,57370.4,58506.5,56866.8
444,2021-10-13,57380.1,56014.5,57697.4,54314.4
445,2021-10-12,56015.9,57480.6,57635.7,54155.4
446,2021-10-11,57477.3,54686.9,57814.1,54457.8
447,2021-10-10,54687.7,54942.5,56432.2,54100.8
448,2021-10-09,54942.5,53924.1,55430.8,53711.7
449,2021-10-08,53914.7,53785.5,55977.9,53659.3
450,2021-10-07,53783.9,55325.2,55325.6,53476.4
451,2021-10-06,55323.2,51470.0,55676.1,50439.5
452,2021-10-05,51469.3,49229.5,51872.4,49060.1
453,2021-10-04,49227.3,48200.4,49481.7,46958.6
454,2021-10-03,48200.1,47665.4,49165.2,47123.0
455,2021-10-02,47666.9,48147.2,48306.9,47451.7
456,2021-10-01,48146.0,43824.4,48435.2,43292.9
457,2021-09-30,43823.3,41534.5,44101.2,41416.7
458,2021-09-29,41536.8,41023.1,42571.2,40815.0
459,2021-09-28,41022.3,42169.9,42758.8,40906.4
460,2021-09-27,42172.6,43200.9,44293.2,42143.9
461,2021-09-26,43203.4,42685.8,43907.3,40786.6
462,2021-09-25,42686.8,42818.7,42959.3,41714.5
463,2021-09-24,42819.9,44867.4,45112.0,40908.5
464,2021-09-23,44869.2,43550.7,44949.8,43090.1
465,2021-09-22,43551.6,40660.8,43976.7,40585.7
466,2021-09-21,40651.3,43012.3,43619.3,39646.8
467,2021-09-20,42870.6,47240.8,47323.9,42547.1
468,2021-09-19,47238.7,48299.9,48341.9,46866.6
469,2021-09-18,48306.7,47283.9,48761.0,47070.5
470,2021-09-17,47282.8,47748.2,48155.9,46788.8
471,2021-09-16,47748.0,48132.3,48480.6,47040.3
472,2021-09-15,48130.6,47070.8,48436.5,46743.9
473,2021-09-14,47077.5,44950.2,47247.6,44718.7
474,2021-09-13,44949.5,46060.8,46807.7,43463.2
475,2021-09-12,46062.3,45162.6,46386.4,44755.2
476,2021-09-11,45161.9,44844.9,45975.6,44766.6
477,2021-09-10,44842.8,46385.9,47021.6,44283.6
478,2021-09-09,46385.6,46057.6,47305.7,45609.0
479,2021-09-08,46061.4,46774.1,47316.9,44493.7
480,2021-09-07,46779.6,52674.2,52885.3,43072.4
481,2021-09-06,52672.1,51769.4,52726.2,51002.8
482,2021-09-05,51768.6,49918.7,51878.2,49492.4
483,2021-09-04,49918.4,49999.3,50534.6,49461.4
484,2021-09-03,49999.0,49269.5,51008.8,48377.3
485,2021-09-02,49274.3,48817.8,50355.3,48612.9
486,2021-09-01,48819.4,47129.2,49121.0,46533.1
487,2021-08-31,47130.4,46989.1,48217.0,46709.3
488,2021-08-30,46992.7,48777.1,48886.0,46876.9
489,2021-08-29,48777.4,48899.7,49621.7,47870.1
490,2021-08-28,48897.1,49062.8,49289.4,48428.5
491,2021-08-27,49064.3,46830.2,49142.0,46371.5
492,2021-08-26,46831.6,48994.4,49347.8,46360.4
493,2021-08-25,48994.5,47707.4,49230.2,47163.3
494,2021-08-24,47714.7,49532.5,49847.4,47623.6
495,2021-08-23,49539.7,49255.4,50498.8,49038.6
496,2021-08-22,49254.5,48870.4,49480.3,48151.0
497,2021-08-21,48875.8,49330.0,49719.1,48293.5
498,2021-08-20,49324.0,46756.7,49343.3,46646.8
499,2021-08-19,46755.9,44725.9,47012.3,43986.7
500,2021-08-18,44723.8,44691.1,46004.9,44230.0
501,2021-08-17,44691.6,45907.5,47140.6,44441.3
502,2021-08-16,45996.3,46991.6,48002.4,45672.1
503,2021-08-15,46991.3,47082.6,47344.1,45564.1
504,2021-08-14,47081.5,47809.6,48090.9,46117.2
505,2021-08-13,47809.1,44404.0,47836.0,44242.4
506,2021-08-12,44403.4,45562.3,46213.8,43814.7
507,2021-08-11,45564.3,45593.2,46736.5,45367.9
508,2021-08-10,45593.8,46281.8,46663.4,44681.2
509,2021-08-09,46284.3,43794.9,46460.7,42824.1
510,2021-08-08,43792.8,44584.9,45284.1,43314.4
511,2021-08-07,44614.2,42784.7,44697.3,42611.0
512,2021-08-06,42795.4,40868.4,43253.4,39905.4
513,2021-08-05,40867.2,39734.4,41366.3,37365.4
514,2021-08-04,39736.9,38188.4,39956.5,37556.0
515,2021-08-03,38130.3,39167.4,39766.6,37688.2
516,2021-08-02,39168.4,39869.8,40449.0,38692.5
517,2021-08-01,39878.3,41510.0,42565.0,39556.5
518,2021-07-31,41553.7,42201.4,42285.3,41066.4
519,2021-07-30,42203.4,40001.1,42264.4,38358.4
520,2021-07-29,40001.4,40009.0,40630.7,39340.8
521,2021-07-28,40003.2,39450.4,40862.2,38883.8
522,2021-07-27,39452.0,37294.3,39455.9,36427.4
523,2021-07-26,37276.6,35392.3,40522.9,35236.7
524,2021-07-25,35391.1,34392.5,35391.1,33881.3
525,2021-07-24,33824.8,33600.5,33955.0,33412.9
526,2021-07-23,33603.3,32297.9,33605.6,32041.1
527,2021-07-22,32298.9,32131.7,32585.4,31729.4
528,2021-07-21,32131.4,29794.7,32794.6,29519.3
529,2021-07-20,29793.8,30835.4,31040.8,29310.2
530,2021-07-19,30837.2,31782.9,31887.0,30478.2
531,2021-07-18,31785.4,31517.9,32408.2,31220.6
532,2021-07-17,31518.6,31384.4,31914.8,31207.8
533,2021-07-16,31394.0,31842.3,32239.8,31062.2
534,2021-07-15,31840.5,32820.5,33157.0,31175.8
535,2021-07-14,32820.7,32727.8,33051.9,31611.2
536,2021-07-13,32728.1,33106.1,33307.7,32259.5
537,2021-07-12,33113.0,34228.3,34598.0,32662.8
538,2021-07-11,34227.7,33510.8,34580.6,33319.8
539,2021-07-10,33510.6,33797.7,34221.0,33056.8
540,2021-07-09,33797.4,32866.3,34079.2,32367.0
541,2021-07-08,32866.3,33859.4,33923.2,32146.9
542,2021-07-07,33867.8,34228.7,35036.6,33801.3
543,2021-07-06,34225.6,33688.5,35062.0,33581.7
544,2021-07-05,33687.8,35297.0,35300.5,33164.1
545,2021-07-04,35298.2,34742.8,35957.6,34740.1
546,2021-07-03,34742.8,33814.2,34909.8,33363.3
547,2021-07-02,33813.4,33542.2,33925.9,32734.6
548,2021-07-01,33543.6,35030.7,35032.7,32839.2
549,2021-06-30,35026.9,35832.6,36089.5,34126.6
550,2021-06-29,35834.7,34477.3,36590.3,34247.6
551,2021-06-28,34475.9,34682.2,35231.2,33944.9
552,2021-06-27,34678.5,32247.1,34685.5,32041.7
553,2021-06-26,32243.4,31592.1,32643.0,30206.9
554,2021-06-25,31594.0,34660.5,35490.9,31337.9
555,2021-06-24,34665.8,33678.1,35249.9,32356.7
556,2021-06-23,33674.3,32498.3,34784.3,31736.5
557,2021-06-22,32496.4,31682.7,33272.5,28901.8
558,2021-06-21,31692.0,35597.9,35708.4,31284.1
559,2021-06-20,35595.8,35510.9,36097.9,33378.0
560,2021-06-19,35513.4,35770.0,36357.3,34845.5
561,2021-06-18,35749.4,38045.5,38166.0,35198.5
562,2021-06-17,38052.0,38337.8,39529.9,37425.3
563,2021-06-16,38336.0,40148.1,40494.4,38156.4
564,2021-06-15,40156.1,40522.5,41318.0,39589.9
565,2021-06-14,40529.4,39024.1,40970.4,38769.9
566,2021-06-13,39022.9,35467.5,39321.6,34827.0
567,2021-06-12,35467.5,37334.4,37437.3,34703.3
568,2021-06-11,37314.6,36654.3,37641.1,36003.3
569,2021-06-10,36649.4,37375.2,38340.8,35824.0
570,2021-06-09,37332.2,33385.5,37517.6,32428.6
571,2021-06-08,33382.9,33574.6,34047.8,31158.1
572,2021-06-07,33578.0,35815.4,36754.6,33410.1
573,2021-06-06,35815.4,35518.7,36434.0,35265.3
574,2021-06-05,35520.0,36841.2,37887.6,34832.0
575,2021-06-04,36851.3,39191.4,39255.4,35659.9
576,2021-06-03,39187.3,37555.7,39462.3,37193.6
577,2021-06-02,37555.8,36687.7,38199.9,35981.1
578,2021-06-01,36687.6,37294.3,37850.3,35742.7
579,2021-05-31,37298.6,35644.0,37480.7,34213.2
580,2021-05-30,35652.8,34589.3,36388.6,33441.0
581,2021-05-29,34584.6,35664.5,37227.1,33664.2
582,2021-05-28,35662.5,38543.2,38844.1,34772.4
583,2021-05-27,38417.3,39249.0,40322.2,37190.8
584,2021-05-26,39249.2,38375.7,40750.0,37847.0
585,2021-05-25,38378.3,38753.6,39740.8,36540.7
586,2021-05-24,38750.6,34720.3,39851.7,34474.6
587,2021-05-23,34679.7,37446.8,38248.7,31192.4
588,2021-05-22,37448.3,37291.0,38776.0,35314.9
589,2021-05-21,37297.4,40611.2,42108.3,33592.3
590,2021-05-20,40717.2,36706.8,42425.9,35010.4
591,2021-05-19,36720.5,42898.3,43516.6,30261.7
592,2021-05-18,42897.3,43538.5,45770.9,42293.9
593,2021-05-17,43541.3,46424.2,46545.4,42201.5
594,2021-05-16,46426.4,46729.3,49764.3,43920.8
595,2021-05-15,46708.8,49839.1,50640.9,46650.2
596,2021-05-14,49839.8,49704.9,51459.2,48874.0
597,2021-05-13,49704.6,49398.2,51337.3,46331.1
598,2021-05-12,49384.2,56694.5,57938.5,49187.0
599,2021-05-11,56695.7,55846.1,56871.1,54550.4
600,2021-05-10,55848.9,58251.2,59523.9,53678.3
601,2021-05-09,58238.3,58840.6,59227.0,56414.4
602,2021-05-08,58840.1,57330.3,59471.1,56972.2
603,2021-05-07,57337.2,56411.4,58639.3,55300.1
604,2021-05-06,56405.4,57441.0,58364.9,55294.5
605,2021-05-05,57441.3,53872.5,57936.4,53872.5
606,2021-05-04,53741.5,57170.6,57201.3,53741.5
607,2021-05-03,57169.8,56605.8,58925.1,56562.4
608,2021-05-02,56603.8,57807.2,57868.4,56110.5
609,2021-05-01,57807.1,57719.1,58449.4,57029.5
610,2021-04-30,57720.3,53562.3,57925.6,53088.7
611,2021-04-29,53560.8,54838.6,55173.7,52400.0
612,2021-04-28,54841.4,55036.0,56419.9,53876.4
613,2021-04-27,55036.5,54011.1,55427.8,53345.0
614,2021-04-26,54020.5,48963.5,54320.9,48815.9
